country_origin,hs_code,hs_description,period_value,ytd_value,share_of_total,period_value_teu,ytd_value_teu,share_of_total_teu,period_value_shipment,ytd_value_shipment,share_of_total_shipment,period_value_container,ytd_value_container,share_of_total_container,period_value_vrac,ytd_value_vrac,share_of_total_vrac
INDIA,3808,"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products, plant growth regulators, disinfectants and the like, put up in forms or packings for retail sale or as preparations or arti",24900.0,24900.0,0.0006085518292256779,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDIA,3819,"Hydraulic brake fluids and other prepared liquids for hydraulic transmission, not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals",127370.0,127370.0,0.003112901465400586,10.0,10.0,0.009854546887934093,5,5,0.011514900280963566,5,5,0.008509479560230097,0,0,0.0
INDIA,3824,"Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specif",19000.0,19000.0,0.00046435681748144096,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDIA,3901,"Polymers of ethylene, in primary forms",306319.87,306319.87,0.007486406313922564,14.0,14.0,0.01379636564310773,3,3,0.00690894016857814,13,13,0.022124646856598252,0,0,0.0
INDIA,3911,"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39, in primary forms",53548.8,53548.8,0.0013087237025236939,5.0,5.0,0.0049272734439670465,3,3,0.00690894016857814,3,3,0.005105687736138058,0,0,0.0
INDIA,3912,"Cellulose and its chemical derivatives, n.e.c. or included, in primary forms",40428.0,40428.0,0.0009880535482705102,2.0,2.0,0.0019709093775868184,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
INDIA,3917,"Tubes, pipes and hoses and fittings thereof (for example, joints, elbows, flanges), of plastics",94640.1,94640.1,0.0023129881916908062,6.0,6.0,0.005912728132760455,3,3,0.00690894016857814,4,4,0.0068075836481840775,0,0,0.0
INDIA,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",151965.8,151965.8,0.0037140186975800605,12.0,12.0,0.01182545626552091,6,6,0.01381788033715628,6,6,0.010211375472276116,0,0,0.0
INDIA,3924,"Tableware, kitchenware, other household articles and hygienic or toilet articles, of plastics",28000.0,28000.0,0.0006843153099726498,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDIA,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",101548.29,101548.29,0.0024818231981622333,8.0,8.0,0.007883637510347274,3,3,0.00690894016857814,4,4,0.0068075836481840775,0,0,0.0
INDIA,4011,"New pneumatic tyres, of rubber",1200244.2199999997,1200244.22,0.029333767694720753,171.5,171.5,0.16900547912806968,73,73,0.16811754410206808,79,79,0.13444977705163552,0,0,0.0
INDIA,4014,"Hygienic or pharmaceutical articles (including teats), of vulcanised rubber other than hard rubber, with or without fittings of hard rubber",31008.0,31008.0,0.0007578303261297116,6.0,6.0,0.005912728132760455,2,2,0.004605960112385427,4,4,0.0068075836481840775,0,0,0.0
INDIA,4203,"Articles of apparel and clothing accessories, of leather or of composition leather",82419.75,82419.75,0.002014324884611368,6.0,6.0,0.005912728132760455,3,3,0.00690894016857814,3,3,0.005105687736138058,0,0,0.0
INDIA,4809,"Carbon paper, self copy paper, and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets",1807811.71,1807811.71,0.04418261538217272,140.0,140.0,0.1379636564310773,17,17,0.039150660955276126,70,70,0.11913271384322136,0,0,0.0
INDIA,4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",385272.20999999996,385272.20999999996,0.009415988278928493,58.0,58.0,0.057156371950017736,15,15,0.0345447008428907,29,29,0.04935498144933456,0,0,0.0
INDIA,4820,"Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard",382515.32,382515.31999999995,0.009348610349110262,28.0,28.0,0.02759273128621546,5,5,0.011514900280963566,14,14,0.02382654276864427,0,0,0.0
INDIA,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",126267.4,126267.4,0.003085954106087163,11.0,11.0,0.010840001576727503,6,6,0.01381788033715628,6,6,0.010211375472276116,0,0,0.0
INDIA,5607,"Twine, cordage, ropes and cables, whether or not plaited or braided; whether or not impregnated, coated, covered or sheathed with rubber or plastics",68706.0,68706.0,0.0016791631316778884,6.0,6.0,0.005912728132760455,3,3,0.00690894016857814,3,3,0.005105687736138058,0,0,0.0
INDIA,5903,"Fish and crustaceans, molluscs and other aquatic invertebrates",25342.3,25342.3,0.0006193615671399958,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDIA,6201,Animals; live,47519.229999999996,47519.229999999996,0.0011613620216825585,3.0,3.0,0.0029563640663802277,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
INDIA,6305,"Sacks and bags, of a kind used for the packing of goods",1286844.8,1286844.8,0.03145027136423902,95.25,95.25,0.09386455910757223,48,48,0.11054304269725024,48,48,0.08169100377820893,0,0,0.0
INDIA,6309,Textiles; worn clothing and other worn articles,383291.49,383291.49,0.009367579813901029,33.75,33.75,0.033259095746777566,17,17,0.039150660955276126,17,17,0.028932230504782327,0,0,0.0
INDIA,6704,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair or of textile materials; articles of human hair, n.e.c. or included",333653.36,333653.36,0.00815443223113629,24.0,24.0,0.02365091253104182,12,12,0.02763576067431256,12,12,0.02042275094455223,0,0,0.0
INDIA,6811,"Asbestos-cement, of cellulose fibre-cement or the like",51700.0,51700.0,0.0012635393401994998,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,2,2,0.0034037918240920387,0,0,0.0
INDIA,6901,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (e.g. kieselguhr, tripolite or diatomite) or of similar siliceous earths",13460891.51,13460891.51,0.3289819337919236,486.0,486.0,0.4789309787535969,81,81,0.1865413845516098,484,484,0.8237176214302733,0,0,0.0
INDIA,7307,"Tube or pipe fittings (e.g. couplings, elbows, sleeves), of iron or steel",1990.0,1990.0,4.863526667305619e-05,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDIA,7309,"Reservoirs, tanks, vats and similar containers; for any material (excluding compressed or liquefied gas), of iron or steel, capacity exceeding 300l, whether or not lined or heat insulated",6710.0,6710.0,0.00016399127606844571,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDIA,7317,"Nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, of iron or steel, with heads of other material or not, but excluding articles with heads of copper",27800.0,27800.0,0.0006794273434728451,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDIA,7616,Aluminium; articles n.e.c. in chapter 76,12751.2,12751.2,0.00031163719216154473,4.0,4.0,0.003941818755173637,1,1,0.0023029800561927133,2,2,0.0034037918240920387,0,0,0.0
INDIA,8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools us",21660.0,21660.0,0.0005293667719288427,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDIA,8203,"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar",21660.0,21660.0,0.0005293667719288427,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDIA,8204,"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), interchangeable spanner sockets, with or without handles",62160.0,62160.0,0.0015191799881392827,5.0,5.0,0.0049272734439670465,3,3,0.00690894016857814,3,3,0.005105687736138058,0,0,0.0
INDIA,8215,"Cutlery; spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter knives, sugar tongs and similar kitchen or tableware",21660.0,21660.0,0.0005293667719288427,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDIA,8419,"Preparations of cereals, flour, starch or milk; pastrycooks' products",84254.98999999999,84254.98999999999,0.002059177842806875,11.0,11.0,0.010840001576727503,3,3,0.00690894016857814,6,6,0.010211375472276116,0,0,0.0
INDIA,8426,"Derricks, cranes, including cable cranes, mobile lifting frames, straddle carriers and works trucks fitted with a crane",44135.01,44135.01,0.0010786522517427142,6.0,6.0,0.005912728132760455,1,1,0.0023029800561927133,3,3,0.005105687736138058,0,0,0.0
INDIA,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",56522.0,56522.0,0.0013813882125097898,6.25,6.25,0.006159091804958808,3,3,0.00690894016857814,3,3,0.005105687736138058,0,0,0.0
INDIA,8438,"Machinery n.e.c. in this chapter, for the industrial preparation or manufacture of food or drink; other than machinery for extraction or preparation of animal or fixed vegetable fats or oils",27750.0,27750.0,0.000678205351847894,2.0,2.0,0.0019709093775868184,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
INDIA,8441,"Machines; for making up paper pulp, paper or paperboard, including cutting machines of all kinds",16005.0,16005.0,0.0003911595191468664,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDIA,8455,Metal-rolling mills and rolls therefor,136270.0,136270.0,0.0033304159746418926,5.0,5.0,0.0049272734439670465,1,1,0.0023029800561927133,5,5,0.008509479560230097,0,0,0.0
INDIA,8474,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores in solid form, shaping, moulding machinery for solid mineral fuels",14144.0,14144.0,0.00034567699086618424,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDIA,8477,"Machinery; for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter",11542.0,11542.0,0.00028208454670372585,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDIA,8480,"Moulding boxes for metal foundry, moulding patterns, moulds for metals (excluding ingot moulds), metal carbides, glass, mineral materials, rubber or plastics",1182184.06,1182184.06,0.028892380409415202,50.0,50.0,0.049272734439670465,5,5,0.011514900280963566,44,44,0.07488342013002484,0,0,0.0
INDIA,8506,Cells and batteries; primary,507320.0,507320.0,0.012398815823404455,20.0,20.0,0.019709093775868186,15,15,0.0345447008428907,19,19,0.032336022328874364,0,0,0.0
INDIA,8515,"Electric (electrically heated gas) soldering, brazing, welding machines and apparatus, capable or not of cutting, electric machines and apparatus for hot spraying of metals or sintered carbides",428695.6,428695.6,0.010477248657068254,16.0,16.0,0.015767275020694548,15,15,0.0345447008428907,16,16,0.02723033459273631,0,0,0.0
INDIA,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",78969.02,78969.02,0.0019299896214120137,16.0,16.0,0.015767275020694548,2,2,0.004605960112385427,8,8,0.013615167296368155,0,0,0.0
INDIA,8711,"Motorcycles (including mopeds) and cycles; fitted with an auxiliary motor, with or without side-cars; side-cars",1283921.0,1283921.0,0.031378814181978375,266.0,266.0,0.2621309472190469,79,79,0.18193542443922436,133,133,0.22635215630212055,0,0,0.0
INDIA,8714,Vehicles; parts and accessories of heading no. 8711 to 8713,27957.66,27957.66,0.0006832805274646412,6.0,6.0,0.005912728132760455,3,3,0.00690894016857814,3,3,0.005105687736138058,0,0,0.0
INDIA,9017,Sugars and sugar confectionery,17472.0,17472.0,0.00042701275342293347,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDIA,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",1597.5,1597.5,3.904263241718958e-05,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDIA,9403,"Furniture and parts thereof, n.e.c. in chapter 94",25487.0,25487.0,0.0006228980109026045,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDIA,9608,"Pens; ball-point, felt tipped, other porous tipped pens; fountain pens, stylograph pens duplicating stylos, propelling or sliding pencils; parts of the foregoing, excluding those of heading no. 9609",142682.1,142682.1,0.003487126624608879,16.0,16.0,0.015767275020694548,7,7,0.016120860393348993,7,7,0.011913271384322134,0,0,0.0
INDIA,9609,"Pencils (not of heading no. 9608), crayons, pencil leads, pastels, drawing charcoals, writing or drawing chalks and tailors' chalks",25876.76,25876.76,0.0006324236800174238,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDIA,9615,"Combs, hair-slides and similar; hairpins, curling pins, curling grips and hair curlers and the like, other than those of heading no. 8516 and parts thereof",101961.89,101961.89,0.0024919315128838293,8.0,8.0,0.007883637510347274,4,4,0.009211920224770853,4,4,0.0068075836481840775,0,0,0.0
INDIA,9617,"Vacuum flasks and other vacuum vessels, complete with cases; parts thereof other than glass inners",149154.6,149154.6,0.003645313440458807,40.0,40.0,0.03941818755173637,19,19,0.04375662106766155,20,20,0.03403791824092039,0,0,0.0
INDIA,9999,Commodities not specified according to kind,465504.88,465504.88,0.011376861294677899,68.5,68.5,0.06750364618234854,20,20,0.046059601123854266,37,37,0.06297014874570271,0,0,0.0
INDONESIA,0907,"Cloves (whole fruit, cloves and stems)",257243.4,257243.40000000002,0.006286985607479227,20.0,20.0,0.019709093775868186,10,10,0.023029800561927133,10,10,0.017018959120460194,0,0,0.0
INDONESIA,1511,"Palm oil and its fractions; whether or not refined, but not chemically modified",82273743.78000003,82273743.78,2.010756517050753,1004.0,1004.0,0.9893965075485829,178,178,0.409930450002303,897,897,1.5266006331052793,76,76,0.6090231589069637
INDONESIA,1515,"Fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined; but not chemically modified",8473241.0,8473241.0,0.2070845907638559,347.0,347.0,0.34195277701131305,81,81,0.1865413845516098,337,337,0.5735389223595085,0,0,0.0
INDONESIA,1516,"Animal or vegetable fats and oils and their fractions; partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared",11751612.45,11751612.45,0.28720743987143577,24.0,24.0,0.02365091253104182,20,20,0.046059601123854266,12,12,0.02042275094455223,17,17,0.13622886449234714
INDONESIA,1517,"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils of heading no. 1516",1570819.85,1570819.85,0.03839057402014076,89.0,89.0,0.08770546730261343,19,19,0.04375662106766155,77,77,0.1310459852275435,0,0,0.0
INDONESIA,1704,"Sugar confectionery (including white chocolate), not containing cocoa",89369.29999999999,89369.29999999999,0.0021841707225549543,8.0,8.0,0.007883637510347274,2,2,0.004605960112385427,4,4,0.0068075836481840775,0,0,0.0
INDONESIA,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",16627.55,16627.55,0.00040637453686913333,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDONESIA,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",32713.6,32713.6,0.0007995149044400456,2.0,2.0,0.0019709093775868184,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
INDONESIA,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",188031.96000000002,188031.96000000002,0.0045954696068630325,14.0,14.0,0.01379636564310773,5,5,0.011514900280963566,7,7,0.011913271384322134,0,0,0.0
INDONESIA,3401,"Soap; organic surface-active preparations used as soap, skin washing, in bars, cakes, moulded pieces, shapes, liquid or cream, containing soap or not; for retail, paper, wadding, felt and nonwovens, i",4592385.630000001,4592385.630000001,0.11223713556812118,327.0,327.0,0.32224368323544483,60,60,0.1381788033715628,174,174,0.29612988869600737,0,0,0.0
INDONESIA,3808,"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products, plant growth regulators, disinfectants and the like, put up in forms or packings for retail sale or as preparations or arti",60127.82,60127.82,0.0014695138493314177,6.0,6.0,0.005912728132760455,2,2,0.004605960112385427,3,3,0.005105687736138058,0,0,0.0
INDONESIA,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",53240.9,53240.9,0.0013011986780972447,4.0,4.0,0.003941818755173637,1,1,0.0023029800561927133,2,2,0.0034037918240920387,0,0,0.0
INDONESIA,4802,"Uncoated paper and paperboard, used for writing, printing or other graphics, non perforated punch-cards and punch tape paper, in rolls or rectangular sheets, of any size, other than paper of heading 4",282694.16000000003,282694.16000000003,0.006908997918852067,22.0,22.0,0.021680003153455005,4,4,0.009211920224770853,11,11,0.01872085503250621,0,0,0.0
INDONESIA,4809,"Carbon paper, self copy paper, and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets",1961777.77,1961777.77,0.047945520099107276,152.0,152.0,0.1497891126965982,11,11,0.025332780618119846,76,76,0.12934408931549746,0,0,0.0
INDONESIA,4816,"Carbon paper, self-copy paper and other copying or transfer papers, (other than those of heading no. 4809), duplicator stencils and offset plates, of paper whether or not put up in boxes",23012.26,23012.26,0.0005624157798239718,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDONESIA,4817,"Envelopes, letter cards, plain postcards and correspondence cards, of paper, paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard containing assortment of paper statione",21587.5,21587.5,0.0005275948840726635,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDONESIA,4820,"Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard",131485.88,131485.88,0.003213492883186666,10.0,10.0,0.009854546887934093,2,2,0.004605960112385427,6,6,0.010211375472276116,0,0,0.0
INDONESIA,7016,"Glass; paving blocks, slabs, bricks, tiles etc, of pressed, moulded glass, whether or not wired, glass smallwares for decorative purposes leaded lights and the like; multicellular or foam glass",77352.0,77352.0,0.0018904699234644432,3.0,3.0,0.0029563640663802277,3,3,0.00690894016857814,3,3,0.005105687736138058,0,0,0.0
INDONESIA,8407,Reciprocating or rotary internal combustion piston engines,7568.0,7568.0,0.00018496065235260763,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDONESIA,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading n",44002.0,44002.0,0.0010754015096220192,4.0,4.0,0.003941818755173637,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
INDONESIA,8443,"Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42; other printers, copying machines and facsimile machines, whether or not combined; pa",103640.0,103640.0,0.0025329442401987655,8.0,8.0,0.007883637510347274,2,2,0.004605960112385427,4,4,0.0068075836481840775,0,0,0.0
INDONESIA,8502,Electric generating sets and rotary converters,33150.0,33150.0,0.0008101804473426193,3.0,3.0,0.0029563640663802277,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
INDONESIA,8506,Cells and batteries; primary,67188.0,67188.0,0.0016420634659443712,4.0,4.0,0.003941818755173637,2,2,0.004605960112385427,4,4,0.0068075836481840775,0,0,0.0
INDONESIA,9403,"Furniture and parts thereof, n.e.c. in chapter 94",19791.45,19791.45,0.00048369972291279287,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
INDONESIA,9999,Commodities not specified according to kind,96083.29999999999,96083.29999999999,0.0023482597579533963,8.0,8.0,0.007883637510347274,4,4,0.009211920224770853,5,5,0.008509479560230097,0,0,0.0
IRELAND,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",213970.0,213970.0,0.005229390959815996,16.0,16.0,0.015767275020694548,7,7,0.016120860393348993,8,8,0.013615167296368155,0,0,0.0
IRELAND,0302,"Fish; fresh or chilled, excluding fish fillets and other fish meat of heading 0304",214499.0,214499.0,0.005242319631207979,16.0,16.0,0.015767275020694548,6,6,0.01381788033715628,8,8,0.013615167296368155,0,0,0.0
IRELAND,2101,"Extracts, essences, concentrates of coffee, tea or mate; preparations with a basis of these products or with a basis of coffee, tea or mate; roasted chicory and other roasted coffee substitutes and ex",45072.0,45072.0,0.001101552130395974,4.0,4.0,0.003941818755173637,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
IRELAND,3006,Pharmaceutical goods,14792.0,14792.0,0.00036151400232555127,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
IRELAND,3303,Perfumes and toilet waters,157752.0,157752.0,0.003855432456385909,14.0,14.0,0.01379636564310773,7,7,0.016120860393348993,7,7,0.011913271384322134,0,0,0.0
IRELAND,9999,Commodities not specified according to kind,45072.0,45072.0,0.001101552130395974,4.0,4.0,0.003941818755173637,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
ISRAEL,2106,Food preparations not elsewhere specified or included,0.0,0.0,0.0,2.0,2.0,0.0019709093775868184,0,0,0.0,0,0,0.0,0,0,0.0
ITALY,0203,"Meat of swine; fresh, chilled or frozen",79860.0,79860.0,0.0019517650233719934,6.0,6.0,0.005912728132760455,3,3,0.00690894016857814,3,3,0.005105687736138058,0,0,0.0
ITALY,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",429750.0,429750.0,0.010503018016455224,34.0,34.0,0.03350545941897592,15,15,0.0345447008428907,16,16,0.02723033459273631,0,0,0.0
ITALY,1209,"Seeds, fruit and spores; of a kind used for sowing",12700.0,12700.0,0.00031038587273759475,2.25,2.25,0.002217273049785171,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
ITALY,1509,"Olive oil and its fractions; whether or not refined, but not chemically modified",25236.13,25236.13,0.0006167667901235746,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
ITALY,1902,"Pasta; whether or not cooked or stuffed with meat or other substance, or otherwise prepared, egg spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous, whether or not prepared",48188.0,48188.0,0.0011777066484629304,5.25,5.25,0.0051736371161653985,4,4,0.009211920224770853,4,4,0.0068075836481840775,0,0,0.0
ITALY,2106,Food preparations not elsewhere specified or included,24111.0,24111.0,0.0005892688013839486,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
ITALY,2205,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances",14315.0,14315.0,0.00034985620222351723,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
ITALY,2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",25242.75,25242.75,0.000616928581814718,2.0,2.0,0.0019709093775868184,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
ITALY,2836,Carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate,286168.0,286168.0,0.006993897986580473,15.0,15.0,0.01478182033190114,2,2,0.004605960112385427,15,15,0.02552843868069029,0,0,0.0
ITALY,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",40430.0,40430.0,0.0009881024279355082,4.0,4.0,0.003941818755173637,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
ITALY,3917,"Tubes, pipes and hoses and fittings thereof (for example, joints, elbows, flanges), of plastics",87183.69,87183.69,0.0021307547802467647,17.0,17.0,0.01675272970948796,7,7,0.016120860393348993,10,10,0.017018959120460194,0,0,0.0
ITALY,4504,Agglomerated cork (with or without a binding substance) and articles of agglomerated cork,3920.0,3920.0,9.580414339617097e-05,2.25,2.25,0.002217273049785171,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
ITALY,4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",5850.0,5850.0,0.00014297302011928576,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
ITALY,6901,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (e.g. kieselguhr, tripolite or diatomite) or of similar siliceous earths",78280.0,78280.0,0.0019131500880235368,3.0,3.0,0.0029563640663802277,2,2,0.004605960112385427,3,3,0.005105687736138058,0,0,0.0
ITALY,7307,"Tube or pipe fittings (e.g. couplings, elbows, sleeves), of iron or steel",3860.0,3860.0,9.433775344622959e-05,2.25,2.25,0.002217273049785171,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
ITALY,8215,"Cutlery; spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter knives, sugar tongs and similar kitchen or tableware",4290.0,4290.0,0.00010484688142080955,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,2,2,0.0034037918240920387,0,0,0.0
ITALY,8417,"Furnaces and ovens; industrial or laboratory, including incinerators, non-electric",11190.0,11190.0,0.0002734817256640697,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
ITALY,8418,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps other than air conditioning machines of heading no. 8415",1322.0,1322.0,3.230945856370868e-05,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
ITALY,8422,"Dish washing machines; machinery for cleaning, drying, filling, closing, sealing, capsuling or labelling bottles, cans, boxes, bags, etc, machinery for aerating beverages",66370.0,66370.0,0.0016220716829601703,15.0,15.0,0.01478182033190114,4,4,0.009211920224770853,8,8,0.013615167296368155,0,0,0.0
ITALY,8428,"Lifting, handling, loading or unloading machinery; n.e.c. in heading no. 8425, 8426 or 8427 (e.g. lifts, escalators, conveyors, teleferics)",103900.0,103900.0,0.002539298596648511,10.0,10.0,0.009854546887934093,2,2,0.004605960112385427,5,5,0.008509479560230097,0,0,0.0
ITALY,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",15587.0,15587.0,0.00038094366916227476,3.0,3.0,0.0029563640663802277,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
ITALY,9403,"Furniture and parts thereof, n.e.c. in chapter 94",1100.0,1100.0,2.6883815748925528e-05,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
ITALY,9406,Buildings; prefabricated,30954.0,30954.0,0.0007565105751747643,4.0,4.0,0.003941818755173637,1,1,0.0023029800561927133,4,4,0.0068075836481840775,0,0,0.0
